Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,Diagnosed,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
30,Male,United States,California,Yes,Yes,Yes,Sometimes,Yes,6 to 25,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,No,No,No,No,Maybe,Don't know,No,The main reason for the openness answers are because of an experience with my last employer. I felt I could trust my direct supervisor so I divulged information. It ended up spreading to more supervisors and eventually my coworkers. Supers highly suggested treatment but rushed things that shouldn't have been rushed and I ended up being incorrectly treated in a psych ward and mentally scarred from the issue. I lost most of my desire to program due to the experience not to mention thousands of dollars I lost - lost work time vacation time they used for treatment time doctors expenses etc. I have major depressive disorder high anxiety and mild agoraphobia. After seeing what treatment has to offer I will likely not seek it again and continue as is. (Long story short.)
31,Male,United States,Tennessee,No,No,No,NA,No,26 to 100,No,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,NA
29,Male,United States,Texas,No,No,No,NA,No,More than 1000,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,NA
31,Male,United States,Colorado,No,No,Yes,Never,Yes,26 to 100,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,Maybe,No,No,No,No,No,Don't know,No,NA
29,Male,United States,Tennessee,No,Yes,Yes,Sometimes,Yes,26 to 100,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,NA
30,Male,United States,Georgia,No,No,No,Never,Yes,26 to 100,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA
37,Male,United States,Tennessee,No,No,No,Never,Yes,500 to 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,Yes,(yes but the situation was unusual and involved a change in leadership at a very high level in the organization as well as an extended leave of absence)
36,Male,United States,Virginia,Yes,No,No,Never,Yes,1 to 5,No,Yes,Yes,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes,Yes,No,NA
35,Male,United States,Tennessee,No,Yes,Yes,Sometimes,Yes,26 to 100,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,No,No,NA
41,Male,United States,District of Columbia,No,Yes,No,Never,Yes,500 to 1000,Yes,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,NA
39,Male,United States,Tennessee,No,Yes,No,Sometimes,Yes,More than 1000,No,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,Yes,I would add that while there were negative consequences for coworkers with mental health they were given a HUGE amount of leeway.  I think the team at large tried their best to be kind but that's how the person suffered.  The company actually gave this person a lot of help.  Which was cool.  But the team still discriminated.
42,Male,United States,Virginia,Yes,Yes,No,Sometimes,Yes,6 to 25,Yes,No,Yes,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No,NA
32,Male,United States,Tennessee,Yes,Yes,Yes,Rarely,Yes,1 to 5,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No,NA
29,Male,United States,Tennessee,No,Yes,No,NA,No,100 to 500,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,NA
30,Male,United States,Tennessee,No,Yes,No,Never,Yes,100 to 500,No,Yes,Yes,No,Don't know,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,No,NA
40,Male,United States,Tennessee,No,Yes,Yes,Often,Yes,500 to 1000,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No,Bipolar spectrum is tricky.
51,Male,United States,Tennessee,No,No,No,NA,No,100 to 500,No,No,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,No,NA
33,Male,United States,Indiana,No,No,No,Never,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,NA
50,Male,United States,Virginia,Yes,No,No,Never,Yes,1 to 5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,A lot of these answers aren't really applicable since I'm self employed as a sole proprietor.
24,Male,United States,Texas,No,No,No,Sometimes,Yes,26 to 100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,NA
25,Male,United States,Texas,No,Yes,Yes,Rarely,Yes,26 to 100,No,No,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No,NA
25,Female,United States,California,Yes,No,Yes,Often,Yes,1 to 5,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,Yes,NA
51,Male,United States,Colorado,Yes,No,No,Never,Yes,1 to 5,No,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA
49,Male,United States,Oregon,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,NA
30,Male,United States,Oklahoma,No,No,No,NA,No,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,NA
25,Female,United States,Ohio,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,No,No,While I have not seen any direct retaliation against people with known mental illness many people do freely use insults commonly associated with mental illness (r****d for example) and criticize people behind their back for taking extra leave for doctor appointments (Oh I bet they are just hung over or other comments about how lazy they are.)
36,Male,United States,Tennessee,No,No,Yes,Rarely,Yes,500 to 1000,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,NA
48,Male,United States,Virginia,No,No,Yes,Never,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes,NA
53,Male,United States,Oregon,No,No,Yes,Rarely,Yes,6 to 25,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,NA
33,Male,United States,Oregon,No,Yes,Yes,Sometimes,Yes,26 to 100,No,Yes,Don't know,Yes,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,NA
30,Male,United States,Pennsylvania,Yes,No,No,Never,Yes,1 to 5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA
31,Male,United States,South Carolina,No,No,No,NA,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,NA
22,Female,United States,California,No,Yes,Yes,Often,Yes,More than 1000,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,NA
28,Male,United States,Tennessee,No,Yes,No,Sometimes,Yes,6 to 25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Don't know,No,NA
35,Male,United States,Utah,No,Yes,Yes,Rarely,Yes,26 to 100,No,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,No,No,NA
28,Male,United States,California,No,Yes,Yes,Sometimes,Yes,26 to 100,No,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,NA
33,Male,United States,Missouri,No,Yes,No,NA,No,500 to 1000,No,Yes,Yes,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,NA
29,Male,United States,California,No,No,No,Sometimes,Yes,More than 1000,No,Yes,Yes,No,Yes,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,NA
43,Male,United States,Tennessee,No,Yes,No,Sometimes,Yes,500 to 1000,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,No,No,My employer gives access to basic counseling and referrals but I don't know (and it's not obvious) what might be covered in the way of expenses for therapy medication etc.
29,Male,United States,New York,No,No,No,NA,No,26 to 100,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,NA
25,Male,United States,Texas,No,No,No,NA,No,100 to 500,Yes,Yes,Yes,No,No,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,NA
31,Male,United States,Missouri,No,Yes,No,Never,Yes,100 to 500,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,NA
35,Female,United States,Georgia,No,Yes,Yes,Sometimes,Yes,6 to 25,No,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,* Small family business - YMMV.
34,Male,United States,Texas,No,No,No,Often,Yes,1 to 5,No,Yes,Don't know,No,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,* Small family business - YMMV.
43,Male,United States,Washington,No,No,Yes,Sometimes,Yes,100 to 500,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,* Small family business - YMMV.
38,Male,United States,Washington,No,Yes,Yes,Sometimes,Yes,100 to 500,No,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Yes,No,Some of them,No,Maybe,No,No,* Small family business - YMMV.
26,Male,United States,Washington,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Don't know,Not sure,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes,* Small family business - YMMV.
42,Male,United States,Texas,No,No,Yes,Often,Yes,6 to 25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,NA
32,Male,United States,Washington,No,No,Yes,Rarely,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,NA
44,Male,United States,Washington,No,Yes,Yes,Sometimes,Yes,6 to 25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,NA
28,Male,United States,Washington,No,Yes,Yes,Rarely,Yes,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,NA
40,Male,United States,Washington,No,Yes,Yes,Sometimes,Yes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,Yes,NA
31,Female,United States,Arizona,No,Yes,Yes,Sometimes,Yes,500 to 1000,No,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,NA
32,Male,United States,Washington,No,Yes,No,Sometimes,Yes,100 to 500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,NA
28,Male,United States,Washington,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,NA
39,Male,United States,Arizona,No,Yes,Yes,Often,Yes,26 to 100,No,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,NA
45,Male,United States,New York,No,No,No,NA,No,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No,NA
43,Male,United States,Washington,No,No,Yes,Rarely,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,I have an exceptional employer. I haven't run into problems with any employer I've had but consider myself lucky.
35,Male,United States,California,No,No,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,NA
40,Male,United States,Washington,No,Yes,Yes,Sometimes,Yes,6 to 25,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,NA
36,Female,United States,Washington,No,Yes,Yes,Rarely,Yes,6 to 25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No,NA
38,Male,United States,Tennessee,No,No,No,NA,No,6 to 25,No,Yes,No,No,No,No,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Some of these should not be required.
30,Male,United States,Washington,No,Yes,No,Never,Yes,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,No,NA
26,Male,United States,California,No,No,Yes,Rarely,Yes,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,NA
43,Male,United States,Michigan,No,No,No,Sometimes,Yes,More than 1000,Yes,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,NA
40,Male,United States,Indiana,No,Yes,Yes,Rarely,Yes,6 to 25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,NA
49,Male,United States,Georgia,No,Yes,No,Never,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No,Thank you for shining a light on this topic.
38,Male,United States,Washington,No,No,No,Never,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,NA
40,Male,United States,Maine,No,Yes,Yes,Sometimes,Yes,1 to 5,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,NA
28,Male,United States,New York,No,Yes,Yes,Often,Yes,100 to 500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,NA
23,Male,United States,Pennsylvania,No,Yes,No,Sometimes,Yes,26 to 100,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Don't know,No,NA
30,Female,United States,Illinois,No,Yes,Yes,Sometimes,Yes,26 to 100,No,Yes,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,NA
39,Male,United States,Minnesota,No,No,Yes,Rarely,Yes,100 to 500,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,NA
31,Female,United States,Texas,No,Yes,No,Never,Yes,More than 1000,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,NA
25,Male,United States,Pennsylvania,No,Yes,Yes,Often,Yes,6 to 25,Yes,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,NA
42,Male,United States,Indiana,No,Yes,Yes,Sometimes,Yes,6 to 25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,NA
34,Male,United States,Pennsylvania,No,Yes,Yes,Often,Yes,100 to 500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,NA
26,Female,United States,Ohio,No,No,Yes,Sometimes,Yes,26 to 100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes,NA
38,Male,United States,Pennsylvania,No,Yes,Yes,Sometimes,Yes,100 to 500,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges.
34,Male,United States,South Dakota,No,No,No,Sometimes,Yes,100 to 500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,NA
39,Male,United States,Indiana,No,Yes,Yes,Sometimes,Yes,6 to 25,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,NA
44,Female,United States,California,No,No,No,NA,No,100 to 500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,NA
40,Male,United States,Tennessee,No,No,No,NA,No,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,Yes,No,No,Don't know,No,NA
33,Female,United States,Texas,Yes,No,No,Never,Yes,1 to 5,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,No,NA
24,Female,United States,Tennessee,No,Yes,No,Sometimes,Yes,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,NA
38,Female,United States,Oregon,No,Yes,No,Sometimes,Yes,26 to 100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,NA
31,Male,United States,South Dakota,No,No,No,Sometimes,Yes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No,NA
26,Female,United States,New York,No,No,No,NA,No,6 to 25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,NA
46,Other,United States,Connecticut,No,No,Yes,Often,Yes,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,No,Yes,NA
30,Male,United States,California,No,Yes,Yes,Sometimes,Yes,26 to 100,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,NA
25,Male,United States,Wyoming,No,No,No,Rarely,Yes,26 to 100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes,My work is using my brain. I do it incredibly well.I make an effort to avoid diagnosis of anything mental health related because I am convinced it would only affect me negatively.
30,Female,United States,Georgia,No,Yes,Yes,Sometimes,Yes,500 to 1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,No,Yes,NA
32,Male,United States,Tennessee,No,No,No,Never,Yes,6 to 25,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,NA
37,Male,United States,Indiana,No,Yes,No,Sometimes,Yes,26 to 100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,My employer is extremely easy to work with and e.g. I have enormous leeway with flex time so I could take care of myself under that umbrella but I don't know and don't have a history of bring up mental health at the workplace so I am cautious in that area.
42,Male,United States,California,No,Yes,Yes,Sometimes,Yes,6 to 25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,NA
25,Female,United States,Oregon,No,No,No,Never,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,No,Yes,No,NA
19,Male,United States,Indiana,No,No,No,Sometimes,Yes,1 to 5,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
40,Female,United States,Georgia,No,Yes,No,Never,Yes,100 to 500,Yes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,NA
34,Male,United States,Indiana,No,No,No,NA,No,More than 1000,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,NA
26,Male,United States,Minnesota,No,Yes,No,NA,No,6 to 25,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,NA
31,Male,United States,Minnesota,No,Yes,Yes,Rarely,Yes,6 to 25,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,NA
40,Male,United States,North Carolina,No,Yes,No,Sometimes,Yes,More than 1000,Yes,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,NA
31,Female,United States,Florida,No,Yes,Yes,Often,Yes,26 to 100,No,Yes,No,No,No,No,No,Very difficult,Yes,No,No,No,No,Yes,No,Yes,NA
36,Male,United States,Minnesota,No,No,No,Never,Yes,100 to 500,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,Yes,NA
44,Male,United States,Missouri,No,No,No,NA,No,More than 1000,Yes,No,Don't know,No,Don't know,Don't know,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,NA
34,Female,United States,California,No,No,No,Sometimes,Yes,1 to 5,No,Yes,No,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,NA
35,Male,United States,Oregon,No,No,No,NA,No,6 to 25,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,NA
28,Female,United States,Ohio,No,Yes,Yes,Sometimes,Yes,26 to 100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,No,No,NA
33,Male,United States,New York,No,No,No,NA,No,6 to 25,Yes,Yes,Yes,No,Don't know,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,No,NA
40,Male,United States,Wisconsin,No,Yes,Yes,Sometimes,Yes,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,NA
26,Male,United States,Washington,No,No,Yes,Sometimes,Yes,6 to 25,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,NA
41,Male,United States,Illinois,Yes,No,Yes,Often,Yes,1 to 5,Yes,No,No,Yes,Yes,Yes,Yes,Very difficult,No,No,Some of them,Some of them,No,No,Yes,Yes,NA
26,Female,United States,Washington,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,I should note one of the places my employer fails with regards to mental health is that the company-paid health insurance policy does not cover trans healthcare needs.
23,Female,United States,Illinois,No,Yes,No,Sometimes,Yes,26 to 100,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,No,No,NA
36,Male,United States,Florida,No,No,No,Never,Yes,1 to 5,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,NA
42,Male,United States,Tennessee,No,No,No,Rarely,Yes,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,NA
39,Male,United States,Washington,No,Yes,Yes,Sometimes,Yes,500 to 1000,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,NA
27,Male,United States,California,No,No,No,Never,Yes,6 to 25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
33,Male,United States,Florida,Yes,No,No,Never,Yes,6 to 25,Yes,Yes,Don't know,No,No,No,No,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,NA
28,Female,United States,Oregon,No,No,Yes,Rarely,Yes,6 to 25,No,Yes,Yes,Yes,Don't know,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Yes,Don't know,No,NA
29,Female,United States,New Jersey,No,No,Yes,Often,Yes,More than 1000,Yes,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
27,Male,United States,California,No,No,Yes,Sometimes,Yes,100 to 500,No,Yes,Don't know,Not sure,No,No,Yes,Very difficult,Maybe,No,Some of them,No,No,Maybe,No,No,NA
44,Male,United States,Florida,Yes,No,No,Never,Yes,1 to 5,Yes,Yes,Don't know,No,No,No,Yes,Somewhat difficult,No,No,No,No,No,No,Don't know,No,NA
25,Male,United States,Utah,No,No,Yes,Often,Yes,6 to 25,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No,NA
34,Male,United States,New Jersey,No,No,No,Never,Yes,6 to 25,Yes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,NA
26,Male,United States,Pennsylvania,No,No,No,Never,Yes,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,Yes,No,No,Don't know,No,NA
48,Male,United States,Indiana,No,No,No,Never,Yes,26 to 100,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,NA
39,Female,United States,Ohio,No,No,Yes,Sometimes,Yes,6 to 25,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,I've never heard of a workplace that would actually allow you to call off for mental health reasons. So many places require a doctor's note for calling off sick. It's all set up to make you feel worse if you can't just suck it up. Thanks for working to change this!!!
43,Male,United States,Ohio,No,No,No,Sometimes,Yes,More than 1000,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,NA
41,Male,United States,Illinois,No,No,No,Rarely,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,Yes,NA
25,Male,United States,Indiana,No,No,No,Never,Yes,More than 1000,No,No,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,NA
31,Male,United States,California,No,No,Yes,Sometimes,Yes,100 to 500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,NA
40,Male,United States,Washington,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,No,No,No,Maybe,No,Yes,NA
